,Customer ID,Monetary,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetaryCluster,OverallScore,Segment
8580,EH-140051402,269.68,2,99,3,0,2,5,Mid-Value
8581,EH-140051406,167.63800000000003,2,29,3,0,2,5,Mid-Value
8582,EH-1400551,811.104,1,54,3,0,2,5,Mid-Value
8583,EH-1400555,22.703999999999994,1,28,3,0,2,5,Mid-Value
8584,EH-1400558,22.5,1,89,3,0,2,5,Mid-Value
8585,EH-141257,53.622,2,102,3,0,2,5,Mid-Value
8586,EH-1412592,366.84000000000003,1,152,3,0,2,5,Mid-Value
8587,EH-141855,21.528,1,67,3,0,2,5,Mid-Value
8588,EH-1418588,458.15639999999996,1,271,3,0,2,5,Mid-Value
8589,EH-3765146,48.42,1,128,3,0,2,5,Mid-Value
8590,EH-376549,137.16,1,204,3,0,2,5,Mid-Value
8591,EH-3990134,36.984,1,33,3,0,2,5,Mid-Value
8592,EH-4005108,11.97,1,210,3,0,2,5,Mid-Value
8593,EH-400549,13.950000000000001,1,196,3,0,2,5,Mid-Value
8594,EH-412557,1428.4799999999998,2,69,3,0,2,5,Mid-Value
8595,EH-412561,191.28000000000003,1,208,3,0,2,5,Mid-Value
8596,EH-418560,52.199999999999996,1,121,3,0,2,5,Mid-Value
8597,EH-418561,1525.0500000000002,2,196,3,0,2,5,Mid-Value
8598,EJ-13720118,6.8999999999999995,1,49,3,0,2,5,Mid-Value
8599,EJ-1372045,79.74,1,182,3,0,2,5,Mid-Value
8600,EJ-1372059,550.1279999999999,1,50,3,0,2,5,Mid-Value
8601,EJ-141551408,48.69,1,230,3,0,2,5,Mid-Value
8602,EJ-1415559,1999.7718000000002,2,27,3,0,2,5,Mid-Value
8603,EJ-3720117,126.09,1,212,3,0,2,5,Mid-Value
8604,EJ-372095,60.984,2,287,3,0,2,5,Mid-Value
8605,EJ-415561,146.28,1,140,3,0,2,5,Mid-Value
8606,EJ-415586,46.08,1,22,3,0,2,5,Mid-Value
8607,EK-13795139,385.0769999999999,1,92,3,0,2,5,Mid-Value
8608,EK-1379539,18.54,1,219,3,0,2,5,Mid-Value
8609,EK-1379558,408.3599999999999,1,113,3,0,2,5,Mid-Value
8610,EK-1379582,412.896,1,247,3,0,2,5,Mid-Value
8611,EK-1379588,260.3664,1,210,3,0,2,5,Mid-Value
8612,EL-137351406,37.66,1,77,3,0,2,5,Mid-Value
8613,EL-1373545,48.42,1,153,3,0,2,5,Mid-Value
8614,EM-1381031,890.76304,2,103,3,0,2,5,Mid-Value
8615,EM-1381064,1218.4440000000002,2,78,3,0,2,5,Mid-Value
8616,EM-138251404,342.28,2,242,3,0,2,5,Mid-Value
8617,EM-1382531,1917.8129600000002,2,235,3,0,2,5,Mid-Value
8618,EM-138255,204.624,1,137,3,0,2,5,Mid-Value
8619,EM-13960102,20.559000000000005,1,57,3,0,2,5,Mid-Value
8620,EM-139601404,759.34,2,151,3,0,2,5,Mid-Value
8621,EM-13960144,590.1336000000001,2,37,3,0,2,5,Mid-Value
8622,EM-1396048,67.33500000000001,2,16,3,0,2,5,Mid-Value
8623,EM-14065120,14.64,1,179,3,0,2,5,Mid-Value
8624,EM-140651402,30.336000000000006,1,209,3,0,2,5,Mid-Value
8625,EM-1406527,146.52,1,190,3,0,2,5,Mid-Value
8626,EM-140951406,65.12,1,113,3,0,2,5,Mid-Value
8627,EM-1409539,86.04,1,8,3,0,2,5,Mid-Value
8628,EM-1414031,421.47536,1,85,3,0,2,5,Mid-Value
8629,EM-1414039,1227.57992,1,24,3,0,2,5,Mid-Value
8630,EM-1414054,166.512,2,174,3,0,2,5,Mid-Value
8631,EM-1414093,784.9599999999999,2,46,3,0,2,5,Mid-Value
8632,EM-14200102,2804.58,1,119,3,0,2,5,Mid-Value
8633,EM-142001402,298.116,1,158,3,0,2,5,Mid-Value
8634,EM-1420031,99.66,2,230,3,0,2,5,Mid-Value
8635,EM-3810147,53.199000000000005,2,58,3,0,2,5,Mid-Value
8636,EM-381038,65.00999999999999,2,190,3,0,2,5,Mid-Value
8637,EM-396061,118.62,1,259,3,0,2,5,Mid-Value
8638,EM-396095,9.953999999999999,1,194,3,0,2,5,Mid-Value
8639,EM-4065110,759.84,2,70,3,0,2,5,Mid-Value
8640,EM-4065133,65.1,2,149,3,0,2,5,Mid-Value
8641,EM-4095108,10.08,1,131,3,0,2,5,Mid-Value
8642,EM-4200122,1042.8899999999999,2,191,3,0,2,5,Mid-Value
8643,EN-137801402,107.53199999999998,2,287,3,0,2,5,Mid-Value
8644,EN-1378028,166.04000000000002,1,93,3,0,2,5,Mid-Value
8645,EN-1378051,90.66000000000001,2,225,3,0,2,5,Mid-Value
8646,EN-1378055,72.28800000000001,1,30,3,0,2,5,Mid-Value
8647,EN-1378059,97.1259,2,14,3,0,2,5,Mid-Value
8648,EN-3780134,50.79599999999999,2,205,3,0,2,5,Mid-Value
8649,EP-1391564,15.857999999999997,1,146,3,0,2,5,Mid-Value
8650,EP-39154,144.48,2,75,3,0,2,5,Mid-Value
8651,ER-1385531,148.5,2,133,3,0,2,5,Mid-Value
8652,ER-138558,112.92,1,272,3,0,2,5,Mid-Value
8653,ER-385533,46.41,1,53,3,0,2,5,Mid-Value
8654,ER-385560,50.25,1,112,3,0,2,5,Mid-Value
8655,ES-140201408,209.56799999999998,1,40,3,0,2,5,Mid-Value
8656,ES-1402039,664.4052399999999,2,141,3,0,2,5,Mid-Value
8657,ES-1402093,376.91999999999996,2,76,3,0,2,5,Mid-Value
8658,ES-1402097,568.2150000000001,1,65,3,0,2,5,Mid-Value
8659,ES-140801408,95.616,1,102,3,0,2,5,Mid-Value
8660,ES-402069,280.95000000000005,2,28,3,0,2,5,Mid-Value
8661,ES-4080117,47.04,1,145,3,0,2,5,Mid-Value
8662,ES-4080142,182.79000000000002,2,275,3,0,2,5,Mid-Value
8663,FA-14230113,281.34000000000003,1,22,3,0,2,5,Mid-Value
8664,FA-14230120,94.38,1,246,3,0,2,5,Mid-Value
8665,FA-14230139,1323.3600000000001,2,146,3,0,2,5,Mid-Value
8666,FA-1423048,1958.0400000000002,1,254,3,0,2,5,Mid-Value
8667,FA-1423093,160.92,1,38,3,0,2,5,Mid-Value
8668,FA-423086,109.43999999999998,2,184,3,0,2,5,Mid-Value
8669,FC-14245130,28.492800000000003,1,189,3,0,2,5,Mid-Value
8670,FC-142451408,220.056,2,113,3,0,2,5,Mid-Value
8671,FC-1424531,48.7,1,198,3,0,2,5,Mid-Value
8672,FC-4335137,59.75999999999999,1,110,3,0,2,5,Mid-Value
8673,FG-142601402,298.464,1,173,3,0,2,5,Mid-Value
8674,FG-1426031,27.179999999999996,1,117,3,0,2,5,Mid-Value
8675,FG-142605,320.328,2,51,3,0,2,5,Mid-Value
8676,FG-142607,356.508,1,209,3,0,2,5,Mid-Value
8677,FG-142608,319.98,1,91,3,0,2,5,Mid-Value
8678,FG-4260111,39.6,1,110,3,0,2,5,Mid-Value
8679,FG-426023,26.370000000000005,1,155,3,0,2,5,Mid-Value
8680,FH-1427514,186.69,1,187,3,0,2,5,Mid-Value
8681,FH-1427545,718.614,2,103,3,0,2,5,Mid-Value
8682,FH-1427548,186.23999999999998,2,177,3,0,2,5,Mid-Value
8683,FH-1435018,9.4,1,114,3,0,2,5,Mid-Value
8684,FH-1435039,806.6800000000001,1,191,3,0,2,5,Mid-Value
8685,FH-1435059,712.3428,1,48,3,0,2,5,Mid-Value
8686,FH-143507,126.11700000000002,2,147,3,0,2,5,Mid-Value
8687,FH-14365102,1294.5584999999999,2,124,3,0,2,5,Mid-Value
8688,FH-1436548,119.23200000000001,1,12,3,0,2,5,Mid-Value
8689,FH-1436559,373.836,2,99,3,0,2,5,Mid-Value
8690,FH-4275134,23.244,2,134,3,0,2,5,Mid-Value
8691,FH-4275146,23.249999999999996,1,261,3,0,2,5,Mid-Value
8692,FH-427586,10.53,1,236,3,0,2,5,Mid-Value
8693,FH-4350117,30.240000000000002,1,14,3,0,2,5,Mid-Value
8694,FH-435095,15.417000000000005,1,266,3,0,2,5,Mid-Value
8695,FH-4365110,816.7199999999998,1,166,3,0,2,5,Mid-Value
8696,FH-4365137,13.530000000000001,1,257,3,0,2,5,Mid-Value
8697,FM-14215120,136.29,2,149,3,0,2,5,Mid-Value
8698,FM-1421551,1118.5192000000002,2,254,3,0,2,5,Mid-Value
8699,FM-1421578,1557.21,2,218,3,0,2,5,Mid-Value
8700,FM-142901408,1446.8400000000001,2,36,3,0,2,5,Mid-Value
8701,FM-1429018,560.1,1,80,3,0,2,5,Mid-Value
8702,FM-14380102,199.2375,1,238,3,0,2,5,Mid-Value
8703,FM-42158,706.0800000000002,2,119,3,0,2,5,Mid-Value
8704,FM-429057,440.66999999999996,1,2,3,0,2,5,Mid-Value
8705,FM-429069,152.16,2,281,3,0,2,5,Mid-Value
8706,FM-4380137,139.50000000000003,1,105,3,0,2,5,Mid-Value
8707,FM-438095,49.59,2,216,3,0,2,5,Mid-Value
8708,FO-1430564,220.71,2,27,3,0,2,5,Mid-Value
8709,FO-1430593,71.53999999999999,2,22,3,0,2,5,Mid-Value
8710,FO-4305103,148.74,1,112,3,0,2,5,Mid-Value
8711,FO-4305134,70.62,2,110,3,0,2,5,Mid-Value
8712,FO-430570,50.010000000000005,2,51,3,0,2,5,Mid-Value
8713,FP-14320130,333.4839,2,144,3,0,2,5,Mid-Value
8714,FP-1432018,47.52,1,29,3,0,2,5,Mid-Value
8715,FP-1432039,196.20000000000005,2,90,3,0,2,5,Mid-Value
8716,FP-1432045,78.3,1,210,3,0,2,5,Mid-Value
8717,FP-143205,119.928,2,205,3,0,2,5,Mid-Value
8718,FP-4320117,145.5,1,34,3,0,2,5,Mid-Value
8719,FP-4320134,86.232,2,27,3,0,2,5,Mid-Value
8720,FP-4320142,570.1500000000001,1,82,3,0,2,5,Mid-Value
8721,FW-4395110,145.5,1,34,3,0,2,5,Mid-Value
8722,FW-4395137,138.24,1,0,3,0,2,5,Mid-Value
8723,FW-439561,84.63,2,202,3,0,2,5,Mid-Value
8724,GA-145151406,449.454,2,189,3,0,2,5,Mid-Value
8725,GA-14725118,46.800000000000004,1,13,3,0,2,5,Mid-Value
8726,GA-147251408,232.57000000000002,2,127,3,0,2,5,Mid-Value
8727,GA-147257,114.156,1,2,3,0,2,5,Mid-Value
8728,GA-4515103,151.98000000000002,1,127,3,0,2,5,Mid-Value
8729,GA-4515107,218.34,2,117,3,0,2,5,Mid-Value
8730,GA-451595,4.347,1,35,3,0,2,5,Mid-Value
8731,GB-145301408,334.95,2,273,3,0,2,5,Mid-Value
8732,GB-1453062,709.77,2,250,3,0,2,5,Mid-Value
8733,GB-1453092,249.06,1,34,3,0,2,5,Mid-Value
8734,GB-1457518,972.8104799999999,1,264,3,0,2,5,Mid-Value
8735,GB-453023,20.519999999999996,1,113,3,0,2,5,Mid-Value
8736,GB-45308,116.03999999999999,2,170,3,0,2,5,Mid-Value
8737,GB-453086,96.30000000000001,2,208,3,0,2,5,Mid-Value
8738,GD-145901404,1103.356,2,5,3,0,2,5,Mid-Value
8739,GG-1465058,97.80000000000001,1,77,3,0,2,5,Mid-Value
8740,GG-4650108,526.62,1,267,3,0,2,5,Mid-Value
8741,GG-4650134,11.292000000000002,1,103,3,0,2,5,Mid-Value
8742,GG-46509,47.4,1,123,3,0,2,5,Mid-Value
8743,GH-1441051,135.2,1,90,3,0,2,5,Mid-Value
8744,GH-14425139,79.19999999999999,1,19,3,0,2,5,Mid-Value
8745,GH-1442555,299.22,2,110,3,0,2,5,Mid-Value
8746,GH-1442591,271.8,2,42,3,0,2,5,Mid-Value
8747,GH-1448548,893.61,2,59,3,0,2,5,Mid-Value
8748,GH-1466511,325.9200000000001,1,186,3,0,2,5,Mid-Value
8749,GH-14665144,449.9144999999999,1,249,3,0,2,5,Mid-Value
8750,GH-1466518,135.88,2,77,3,0,2,5,Mid-Value
8751,GH-1466582,64.0,1,35,3,0,2,5,Mid-Value
8752,GH-4425111,140.51999999999998,2,83,3,0,2,5,Mid-Value
8753,GH-442533,652.6800000000001,1,127,3,0,2,5,Mid-Value
8754,GH-442561,652.5,2,21,3,0,2,5,Mid-Value
8755,GH-448538,279.54,2,85,3,0,2,5,Mid-Value
8756,GH-4665107,232.07999999999998,1,36,3,0,2,5,Mid-Value
8757,GH-466523,20.16,1,1,3,0,2,5,Mid-Value
8758,GK-146201402,489.844,2,112,3,0,2,5,Mid-Value
8759,GK-1462027,35.04,1,26,3,0,2,5,Mid-Value
8760,GK-4620137,115.5,1,100,3,0,2,5,Mid-Value
8761,GM-1444064,491.298,2,19,3,0,2,5,Mid-Value
8762,GM-144551,2115.5099999999998,2,152,3,0,2,5,Mid-Value
8763,GM-14500130,60.9765,1,189,3,0,2,5,Mid-Value
8764,GM-145001402,131.476,2,162,3,0,2,5,Mid-Value
8765,GM-1468093,284.46,2,5,3,0,2,5,Mid-Value
8766,GM-1469531,93.66,2,47,3,0,2,5,Mid-Value
8767,GM-4440110,84.96000000000001,1,132,3,0,2,5,Mid-Value
8768,GM-444022,4.530000000000001,1,61,3,0,2,5,Mid-Value
8769,GM-444095,25.866000000000003,2,118,3,0,2,5,Mid-Value
8770,GM-445586,34.71,2,213,3,0,2,5,Mid-Value
8771,GM-4500111,105.47999999999999,1,133,3,0,2,5,Mid-Value
8772,GM-468061,73.5,2,72,3,0,2,5,Mid-Value
8773,GM-4695134,81.67199999999998,1,222,3,0,2,5,Mid-Value
8774,GM-469538,180.27,2,259,3,0,2,5,Mid-Value
8775,GP-14740139,2338.53,2,8,3,0,2,5,Mid-Value
8776,GP-1474031,321.04,2,13,3,0,2,5,Mid-Value
8777,GP-1474064,9.780000000000001,1,180,3,0,2,5,Mid-Value
8778,GP-474075,88.155,1,151,3,0,2,5,Mid-Value
8779,GR-14560124,201.69,2,49,3,0,2,5,Mid-Value
8780,GR-1456097,303.34499999999997,2,260,3,0,2,5,Mid-Value
8781,GR-4560147,51.10200000000001,1,153,3,0,2,5,Mid-Value
8782,GT-146351408,8167.419999999999,2,56,3,0,2,5,Mid-Value
8783,GT-1463531,1779.2291999999998,2,56,3,0,2,5,Mid-Value
8784,GT-1471082,781.77332,2,8,3,0,2,5,Mid-Value
8785,GT-1471098,8.328,1,219,3,0,2,5,Mid-Value
8786,GT-1475527,172.86,1,86,3,0,2,5,Mid-Value
8787,GT-1475536,81.6,2,126,3,0,2,5,Mid-Value
8788,GT-147557,24.462,1,42,3,0,2,5,Mid-Value
8789,GT-463574,406.43999999999994,1,209,3,0,2,5,Mid-Value
8790,GT-463586,105.06,1,126,3,0,2,5,Mid-Value
8791,GT-471094,16.86,1,55,3,0,2,5,Mid-Value
8792,GT-4755137,55.769999999999996,2,0,3,0,2,5,Mid-Value
8793,GW-14605102,177.3,1,104,3,0,2,5,Mid-Value
8794,GW-146051404,328.57,2,154,3,0,2,5,Mid-Value
8795,GW-146051406,911.0360000000001,2,28,3,0,2,5,Mid-Value
8796,GW-4605134,65.4,1,14,3,0,2,5,Mid-Value
8797,GZ-14470120,292.69800000000004,2,137,3,0,2,5,Mid-Value
8798,GZ-144701408,54.66,1,238,3,0,2,5,Mid-Value
8799,GZ-1447027,211.62,1,233,3,0,2,5,Mid-Value
8800,GZ-1447039,146.42000000000002,2,231,3,0,2,5,Mid-Value
8801,GZ-1447055,164.724,1,62,3,0,2,5,Mid-Value
8802,GZ-1447064,2584.1400000000003,2,7,3,0,2,5,Mid-Value
8803,GZ-1447092,31.92,1,229,3,0,2,5,Mid-Value
8804,GZ-1447098,78.288,1,42,3,0,2,5,Mid-Value
8805,GZ-1454536,123.45599999999999,1,268,3,0,2,5,Mid-Value
8806,GZ-4470137,330.12,2,278,3,0,2,5,Mid-Value
8807,GZ-447049,355.56,1,147,3,0,2,5,Mid-Value
8808,GZ-4545134,103.89600000000002,1,30,3,0,2,5,Mid-Value
8809,GZ-454523,21.72,1,233,3,0,2,5,Mid-Value
8810,HA-14905120,1344.12,2,124,3,0,2,5,Mid-Value
8811,HA-1490518,55.879999999999995,2,231,3,0,2,5,Mid-Value
8812,HA-149201406,14.200000000000001,1,20,3,0,2,5,Mid-Value
8813,HA-490563,12.899999999999999,1,43,3,0,2,5,Mid-Value
8814,HA-4920108,171.26999999999998,1,90,3,0,2,5,Mid-Value
8815,HD-14785139,225.909,1,203,3,0,2,5,Mid-Value
8816,HD-1478558,633.24,2,140,3,0,2,5,Mid-Value
8817,HD-1478582,38.059999999999995,2,99,3,0,2,5,Mid-Value
8818,HD-4785137,14.28,1,257,3,0,2,5,Mid-Value
8819,HD-478522,400.68000000000006,2,106,3,0,2,5,Mid-Value
8820,HD-478595,32.328,1,128,3,0,2,5,Mid-Value
8821,HE-14800113,50.34,1,6,3,0,2,5,Mid-Value
8822,HE-14800139,1679.46,2,12,3,0,2,5,Mid-Value
8823,HE-4800129,18.69,1,61,3,0,2,5,Mid-Value
8824,HF-14995120,143.856,1,254,3,0,2,5,Mid-Value
8825,HF-149951402,43.85,2,21,3,0,2,5,Mid-Value
8826,HF-1499536,141.88799999999998,1,76,3,0,2,5,Mid-Value
8827,HF-149958,146.7,1,83,3,0,2,5,Mid-Value
8828,HF-1499582,186.26,2,14,3,0,2,5,Mid-Value
8829,HG-1484551,2207.688,2,198,3,0,2,5,Mid-Value
8830,HG-14965139,61.83,1,279,3,0,2,5,Mid-Value
8831,HG-149651402,1890.8659999999998,2,23,3,0,2,5,Mid-Value
8832,HG-1496597,1582.1100000000001,1,139,3,0,2,5,Mid-Value
8833,HG-15025130,522.0396000000001,2,243,3,0,2,5,Mid-Value
8834,HG-1502527,310.14,1,90,3,0,2,5,Mid-Value
8835,HG-1502582,88.2,1,114,3,0,2,5,Mid-Value
8836,HG-4845134,81.22800000000001,2,141,3,0,2,5,Mid-Value
8837,HG-4965147,4.104,1,224,3,0,2,5,Mid-Value
8838,HG-502529,13.29,1,96,3,0,2,5,Mid-Value
8839,HG-502595,48.312000000000005,2,23,3,0,2,5,Mid-Value
8840,HH-1501027,183.84,2,148,3,0,2,5,Mid-Value
8841,HH-150105,27.936,1,103,3,0,2,5,Mid-Value
8842,HH-5010107,12.689999999999998,1,196,3,0,2,5,Mid-Value
8843,HJ-148751402,53.72,1,126,3,0,2,5,Mid-Value
8844,HK-148901408,71.40800000000002,2,210,3,0,2,5,Mid-Value
8845,HK-1489055,18.72,1,212,3,0,2,5,Mid-Value
8846,HK-1489059,1158.1625999999999,2,125,3,0,2,5,Mid-Value
8847,HK-4890134,136.056,2,217,3,0,2,5,Mid-Value
8848,HK-4890137,882.7800000000001,2,56,3,0,2,5,Mid-Value
8849,HK-489038,41.28,1,170,3,0,2,5,Mid-Value
8850,HL-15040102,586.1115000000001,2,141,3,0,2,5,Mid-Value
8851,HL-15040120,380.916,1,203,3,0,2,5,Mid-Value
8852,HL-150401406,10522.55,2,43,3,0,2,5,Mid-Value
8853,HL-1504059,1468.5264,2,30,3,0,2,5,Mid-Value
8854,HM-14860130,198.76440000000002,1,201,3,0,2,5,Mid-Value
8855,HM-14980102,112.61250000000001,2,135,3,0,2,5,Mid-Value
8856,HM-149801408,22.744,2,263,3,0,2,5,Mid-Value
8857,HM-1498018,24.0,1,51,3,0,2,5,Mid-Value
8858,HM-1498028,271.06,2,25,3,0,2,5,Mid-Value
8859,HM-1498098,133.824,1,71,3,0,2,5,Mid-Value
8860,HM-4860107,583.4700000000001,2,34,3,0,2,5,Mid-Value
8861,HM-486049,123.93,1,239,3,0,2,5,Mid-Value
8862,HP-1481593,15.060000000000002,1,246,3,0,2,5,Mid-Value
8863,HP-4815117,88.53,2,232,3,0,2,5,Mid-Value
8864,HR-14770102,3093.5699999999993,2,99,3,0,2,5,Mid-Value
8865,HR-14770124,18.63,2,96,3,0,2,5,Mid-Value
8866,HR-147701404,11.808,1,13,3,0,2,5,Mid-Value
8867,HR-147701408,235.44000000000003,2,267,3,0,2,5,Mid-Value
8868,HR-1477036,15.872,1,119,3,0,2,5,Mid-Value
8869,HR-1477082,753.74,2,41,3,0,2,5,Mid-Value
8870,HR-1483048,268.92,1,51,3,0,2,5,Mid-Value
8871,HR-4770123,83.67,1,288,3,0,2,5,Mid-Value
8872,HR-477060,137.88000000000002,2,187,3,0,2,5,Mid-Value
8873,HR-48303,330.75,2,148,3,0,2,5,Mid-Value
8874,HW-1493558,134.61,1,70,3,0,2,5,Mid-Value
8875,HW-1493582,93.53999999999999,2,79,3,0,2,5,Mid-Value
8876,HW-1493592,180.48000000000002,1,69,3,0,2,5,Mid-Value
8877,HW-4935107,317.04,2,124,3,0,2,5,Mid-Value
8878,HW-493595,270.59400000000005,1,56,3,0,2,5,Mid-Value
8879,HZ-149501402,120.60000000000001,2,39,3,0,2,5,Mid-Value
8880,HZ-149501408,723.92,1,35,3,0,2,5,Mid-Value
8881,HZ-1495058,136.5,1,50,3,0,2,5,Mid-Value
8882,HZ-495060,38.160000000000004,1,208,3,0,2,5,Mid-Value
8883,IG-1508518,34.18,2,63,3,0,2,5,Mid-Value
8884,IG-1508555,36.096,1,124,3,0,2,5,Mid-Value
8885,IG-1508566,69.84,1,141,3,0,2,5,Mid-Value
8886,IG-5085110,1094.22,1,236,3,0,2,5,Mid-Value
8887,IG-5085142,43.47,1,34,3,0,2,5,Mid-Value
8888,IG-508577,77.52000000000001,1,1,3,0,2,5,Mid-Value
8889,IL-15100124,72.0,1,273,3,0,2,5,Mid-Value
8890,IL-1510045,755.5500000000001,2,166,3,0,2,5,Mid-Value
8891,IL-510074,53.64,1,163,3,0,2,5,Mid-Value
8892,IM-15055120,53.56799999999999,1,15,3,0,2,5,Mid-Value
8893,IM-1507027,21.36,1,235,3,0,2,5,Mid-Value
8894,IM-1507039,173.6,1,279,3,0,2,5,Mid-Value
8895,IM-1507059,1859.5589999999997,2,212,3,0,2,5,Mid-Value
8896,IM-5055107,169.68,1,289,3,0,2,5,Mid-Value
8897,IM-5055134,10.14,1,132,3,0,2,5,Mid-Value
8898,IM-5070117,168.18,1,233,3,0,2,5,Mid-Value
8899,IM-507068,363.0600000000001,1,126,3,0,2,5,Mid-Value
8900,JA-15970125,1101.3300000000002,1,162,3,0,2,5,Mid-Value
8901,JA-15970130,1275.4287,2,74,3,0,2,5,Mid-Value
8902,JA-1597021,1151.22,1,123,3,0,2,5,Mid-Value
8903,JA-1597027,39.6,1,0,3,0,2,5,Mid-Value
8904,JA-1597091,153.735,2,243,3,0,2,5,Mid-Value
8905,JA-5970108,45.69,1,18,3,0,2,5,Mid-Value
8906,JA-5970117,9.870000000000001,1,205,3,0,2,5,Mid-Value
8907,JA-5970129,22.922999999999995,1,0,3,0,2,5,Mid-Value
8908,JA-5970137,16.65,1,247,3,0,2,5,Mid-Value
8909,JB-15400120,396.09000000000003,1,43,3,0,2,5,Mid-Value
8910,JB-15400139,1823.31,2,128,3,0,2,5,Mid-Value
8911,JB-1540051,1258.7774,1,106,3,0,2,5,Mid-Value
8912,JB-1540091,141.255,2,124,3,0,2,5,Mid-Value
8913,JB-1540093,89.60000000000001,2,147,3,0,2,5,Mid-Value
8914,JB-1592536,94.224,2,209,3,0,2,5,Mid-Value
8915,JB-1592539,589.1600000000001,2,46,3,0,2,5,Mid-Value
8916,JB-1592558,77.1,1,97,3,0,2,5,Mid-Value
8917,JB-160001402,345.21279999999996,2,43,3,0,2,5,Mid-Value
8918,JB-1600031,173.52,1,1,3,0,2,5,Mid-Value
8919,JB-1600059,3259.0128,2,243,3,0,2,5,Mid-Value
8920,JB-16045102,19.635,1,232,3,0,2,5,Mid-Value
8921,JB-1604526,1787.9524,2,218,3,0,2,5,Mid-Value
8922,JB-1604582,16.74,1,0,3,0,2,5,Mid-Value
8923,JB-5400110,24.509999999999998,1,195,3,0,2,5,Mid-Value
8924,JB-540060,48.42,2,82,3,0,2,5,Mid-Value
8925,JB-592586,65.94,2,68,3,0,2,5,Mid-Value
8926,JB-592595,276.858,1,22,3,0,2,5,Mid-Value
8927,JB-6000134,205.368,2,174,3,0,2,5,Mid-Value
8928,JB-6045137,1040.2799999999997,2,83,3,0,2,5,Mid-Value
8929,JB-604532,49.47,1,28,3,0,2,5,Mid-Value
8930,JB-604533,486.12000000000006,2,212,3,0,2,5,Mid-Value
8931,JB-604561,41.76,2,218,3,0,2,5,Mid-Value
8932,JC-153401404,57.78,2,114,3,0,2,5,Mid-Value
8933,JC-1534059,8.0136,1,144,3,0,2,5,Mid-Value
8934,JC-15385120,2392.92,2,139,3,0,2,5,Mid-Value
8935,JC-1538564,94.5,1,232,3,0,2,5,Mid-Value
8936,JC-15775102,2386.125,1,7,3,0,2,5,Mid-Value
8937,JC-157751402,470.3760000000001,1,280,3,0,2,5,Mid-Value
8938,JC-1577545,342.204,2,28,3,0,2,5,Mid-Value
8939,JC-1577591,67.74000000000001,1,1,3,0,2,5,Mid-Value
8940,JC-1577592,118.656,2,35,3,0,2,5,Mid-Value
8941,JC-161051408,213.37400000000002,2,57,3,0,2,5,Mid-Value
8942,JC-1610518,634.7878799999999,1,184,3,0,2,5,Mid-Value
8943,JC-1610527,342.72,1,155,3,0,2,5,Mid-Value
8944,JC-1610528,23.280000000000005,1,219,3,0,2,5,Mid-Value
8945,JC-1610555,368.832,2,84,3,0,2,5,Mid-Value
8946,JC-1610558,156.99,2,204,3,0,2,5,Mid-Value
8947,JC-5340136,53.86500000000001,2,142,3,0,2,5,Mid-Value
8948,JC-538560,918.7799999999997,1,103,3,0,2,5,Mid-Value
8949,JC-538569,231.36,2,51,3,0,2,5,Mid-Value
8950,JC-5775134,21.456000000000003,1,203,3,0,2,5,Mid-Value
8951,JC-5775137,1377.1200000000001,2,64,3,0,2,5,Mid-Value
8952,JC-5775147,72.80100000000002,2,13,3,0,2,5,Mid-Value
8953,JC-577594,8.55,1,109,3,0,2,5,Mid-Value
8954,JC-610568,50.04000000000001,1,102,3,0,2,5,Mid-Value
8955,JD-1579082,969.5328800000002,2,96,3,0,2,5,Mid-Value
8956,JD-1579093,85.00000000000001,2,15,3,0,2,5,Mid-Value
8957,JD-1589545,24.72,1,82,3,0,2,5,Mid-Value
8958,JD-1589555,307.62,1,26,3,0,2,5,Mid-Value
8959,JD-1589558,170.94,2,81,3,0,2,5,Mid-Value
8960,JD-1589564,1641.42,2,75,3,0,2,5,Mid-Value
8961,JD-1589591,23.729999999999997,1,6,3,0,2,5,Mid-Value
8962,JD-16015139,105.15,2,56,3,0,2,5,Mid-Value
8963,JD-1601518,149.59999999999997,1,212,3,0,2,5,Mid-Value
8964,JD-1601592,1670.64,2,48,3,0,2,5,Mid-Value
8965,JD-1606034,88.68,1,69,3,0,2,5,Mid-Value
8966,JD-160607,530.685,2,222,3,0,2,5,Mid-Value
8967,JD-1606082,48.4,1,112,3,0,2,5,Mid-Value
8968,JD-6015134,17.880000000000003,1,42,3,0,2,5,Mid-Value
8969,JD-6060108,26.849999999999998,2,197,3,0,2,5,Mid-Value
8970,JD-606049,1239.0,1,197,3,0,2,5,Mid-Value
8971,JD-606075,22.788,1,215,3,0,2,5,Mid-Value
8972,JD-615060,121.5,1,183,3,0,2,5,Mid-Value
8973,JE-1547545,297.72,2,35,3,0,2,5,Mid-Value
8974,JE-1561036,35.754000000000005,2,42,3,0,2,5,Mid-Value
8975,JE-157151406,2588.752,2,127,3,0,2,5,Mid-Value
8976,JE-15715143,368.352,1,49,3,0,2,5,Mid-Value
8977,JE-1571536,82.272,1,64,3,0,2,5,Mid-Value
8978,JE-1571556,31.199999999999996,2,9,3,0,2,5,Mid-Value
8979,JE-15745120,1297.6200000000001,1,120,3,0,2,5,Mid-Value
8980,JE-1574531,2430.2,2,114,3,0,2,5,Mid-Value
8981,JE-16165102,23.628,1,159,3,0,2,5,Mid-Value
