,Customer ID,RECENCY,FREQUENCY,MONETARY,FINAL_CLUSTER,SEGMENT
2225,15109.0,245,35,751.8000000000001,2,Mid-Value
1035,13882.0,2,42,752.02,1,Low-Value
4309,17226.0,308,49,752.93,2,Mid-Value
1628,14489.0,206,44,754.0799999999999,2,Mid-Value
2224,15107.0,310,38,754.1999999999999,2,Mid-Value
4227,17144.0,0,33,754.2799999999999,1,Low-Value
1627,14488.0,67,28,754.56,1,Low-Value
3304,16204.0,22,77,754.8,1,Low-Value
967,13805.0,51,12,755.5999999999999,1,Low-Value
4103,17018.0,40,14,756.3,1,Low-Value
3596,16500.0,4,27,756.61,1,Low-Value
514,13337.0,545,37,756.7800000000001,0,Lost Customer
2804,15695.0,266,36,756.89,2,Mid-Value
2504,15393.0,15,37,757.8399999999999,1,Low-Value
1288,14141.0,2,31,758.0300000000001,1,Low-Value
470,13292.0,38,44,758.2,1,Low-Value
3360,16261.0,16,112,758.3900000000001,1,Low-Value
670,13502.0,16,31,758.69,1,Low-Value
5308,18246.0,23,5,758.8199999999999,1,Low-Value
637,13466.0,183,37,759.3499999999998,1,Low-Value
2984,15879.0,403,91,759.38,2,Mid-Value
5339,18277.0,57,41,759.62,1,Low-Value
2340,15224.0,357,30,759.7600000000001,2,Mid-Value
4880,17812.0,12,129,760.24,1,Low-Value
3377,16278.0,99,33,760.9699999999999,1,Low-Value
4147,17062.0,313,96,761.1100000000002,2,Mid-Value
959,13797.0,436,44,762.95,2,Mid-Value
2139,15022.0,11,94,763.3199999999997,1,Low-Value
1493,14352.0,156,32,763.6099999999999,1,Low-Value
2065,14948.0,22,41,764.5399999999998,1,Low-Value
99,12915.0,148,46,764.75,1,Low-Value
681,13514.0,73,19,765.5,1,Low-Value
3666,16572.0,126,41,765.9000000000001,1,Low-Value
2478,15364.0,95,19,766.6300000000002,1,Low-Value
4707,17635.0,423,42,767.7299999999999,2,Mid-Value
3463,16367.0,36,120,768.0699999999995,1,Low-Value
4238,17155.0,17,58,768.1000000000001,1,Low-Value
738,13573.0,49,72,768.5699999999998,1,Low-Value
2814,15706.0,63,37,769.0100000000001,1,Low-Value
5065,18001.0,11,99,769.0600000000004,1,Low-Value
3316,16216.0,266,28,769.1800000000002,2,Mid-Value
676,13509.0,8,30,770.84,1,Low-Value
682,13515.0,72,44,770.98,1,Low-Value
562,13388.0,130,41,771.5699999999999,1,Low-Value
657,13486.0,77,48,771.77,1,Low-Value
3472,16376.0,8,87,771.8600000000001,1,Low-Value
156,12972.0,413,46,772.8300000000002,2,Mid-Value
3483,16387.0,322,62,773.3999999999999,2,Mid-Value
1050,13897.0,49,40,774.6000000000001,1,Low-Value
2552,15441.0,395,31,774.96,2,Mid-Value
3482,16386.0,28,86,775.3399999999999,1,Low-Value
4360,17277.0,227,47,776.09,2,Mid-Value
5255,18193.0,164,41,776.6100000000001,1,Low-Value
4446,17363.0,394,27,776.6699999999998,2,Mid-Value
2900,15794.0,735,15,777.0,0,Lost Customer
4130,17045.0,112,47,777.1300000000001,1,Low-Value
3037,15933.0,20,49,777.49,1,Low-Value
5147,18084.0,15,6,777.5300000000001,1,Low-Value
2370,15254.0,126,44,778.5900000000001,1,Low-Value
2201,15084.0,379,22,778.95,2,Mid-Value
3992,16903.0,28,118,779.11,1,Low-Value
289,13109.0,59,45,779.6000000000001,1,Low-Value
2763,15654.0,8,16,779.7300000000001,1,Low-Value
3288,16188.0,44,51,779.7400000000001,1,Low-Value
4288,17205.0,53,28,779.9300000000001,1,Low-Value
482,13304.0,350,51,780.0400000000001,2,Mid-Value
1232,14083.0,3,115,780.95,1,Low-Value
3173,16071.0,44,54,782.18,1,Low-Value
4595,17521.0,29,45,782.7,1,Low-Value
1690,14551.0,17,58,783.42,1,Low-Value
646,13475.0,190,41,783.79,1,Low-Value
638,13467.0,10,70,784.0200000000001,1,Low-Value
460,13282.0,17,31,784.1899999999999,1,Low-Value
2960,15855.0,136,65,784.24,1,Low-Value
1713,14577.0,12,97,784.5,1,Low-Value
89,12905.0,576,39,784.9000000000002,0,Lost Customer
4044,16955.0,184,36,785.0899999999999,1,Low-Value
4719,17649.0,137,50,785.1400000000001,1,Low-Value
706,13541.0,426,10,785.25,2,Mid-Value
177,12994.0,3,49,785.6199999999999,1,Low-Value
1652,14513.0,100,18,786.36,1,Low-Value
1602,14463.0,97,8,786.5699999999999,1,Low-Value
1618,14479.0,253,80,786.89,2,Mid-Value
4207,17123.0,161,31,787.57,1,Low-Value
4773,17704.0,168,26,789.7899999999998,1,Low-Value
4465,17382.0,64,16,790.6800000000001,1,Low-Value
2507,15396.0,112,15,791.3399999999999,1,Low-Value
3753,16661.0,539,38,791.7099999999999,0,Lost Customer
2252,15136.0,2,40,792.0000000000002,1,Low-Value
3383,16284.0,30,97,792.0999999999998,1,Low-Value
3794,16702.0,414,65,792.4399999999999,2,Mid-Value
551,13376.0,98,41,792.9600000000003,1,Low-Value
3055,15951.0,8,46,793.5499999999998,1,Low-Value
5325,18263.0,25,39,793.9399999999999,1,Low-Value
2088,14971.0,34,95,794.1799999999998,1,Low-Value
1010,13857.0,392,98,794.8400000000001,2,Mid-Value
1585,14446.0,0,171,795.2100000000003,4,High-Value
3729,16637.0,31,44,795.4899999999999,1,Low-Value
3468,16372.0,32,152,795.9200000000002,4,High-Value
3231,16129.0,406,49,796.14,2,Mid-Value
3458,16362.0,31,70,796.2499999999998,1,Low-Value
999,13846.0,24,49,796.3300000000004,1,Low-Value
3232,16130.0,421,43,797.43,2,Mid-Value
2617,15508.0,188,65,797.78,1,Low-Value
4364,17281.0,373,6,797.8499999999999,2,Mid-Value
4381,17298.0,100,56,798.6499999999999,1,Low-Value
615,13443.0,448,106,800.64,2,Mid-Value
4553,17477.0,612,30,800.6500000000001,0,Lost Customer
4818,17749.0,177,43,800.9200000000001,1,Low-Value
2685,15576.0,37,32,801.09,1,Low-Value
5070,18006.0,22,47,801.7099999999999,1,Low-Value
1280,14133.0,129,29,802.4399999999998,1,Low-Value
4220,17137.0,415,108,802.5199999999998,2,Mid-Value
4782,17713.0,381,52,802.5400000000002,2,Mid-Value
1210,14061.0,506,15,802.68,0,Lost Customer
168,12985.0,0,45,803.3299999999999,1,Low-Value
1313,14167.0,38,78,803.6400000000002,1,Low-Value
422,13243.0,202,116,803.8699999999999,1,Low-Value
4948,17883.0,2,119,803.9799999999999,1,Low-Value
5134,18071.0,257,47,804.13,2,Mid-Value
2075,14958.0,146,58,804.6399999999998,1,Low-Value
3933,16842.0,100,37,804.9499999999998,1,Low-Value
2324,15208.0,0,38,805.12,1,Low-Value
4819,17750.0,4,94,805.4600000000002,1,Low-Value
1303,14157.0,19,67,805.5999999999999,1,Low-Value
3441,16345.0,43,68,805.9000000000001,1,Low-Value
1741,14605.0,373,86,806.12,2,Mid-Value
2555,15444.0,8,112,807.5999999999997,1,Low-Value
2083,14966.0,14,103,808.8700000000003,1,Low-Value
575,13402.0,126,46,809.6400000000002,1,Low-Value
5348,18286.0,476,38,809.8700000000002,0,Lost Customer
221,13039.0,583,43,810.13,0,Lost Customer
338,13158.0,94,57,811.3300000000002,1,Low-Value
1593,14454.0,375,85,811.4500000000004,2,Mid-Value
4605,17531.0,189,32,811.5,1,Low-Value
1847,14712.0,28,24,812.07,1,Low-Value
2363,15247.0,121,15,812.8599999999999,1,Low-Value
4165,17080.0,21,27,813.2300000000001,1,Low-Value
318,13138.0,21,54,813.4499999999998,1,Low-Value
2688,15579.0,68,97,813.9600000000002,1,Low-Value
714,13549.0,25,45,814.1999999999998,1,Low-Value
3480,16384.0,89,46,815.0699999999999,1,Low-Value
3322,16223.0,374,78,815.1599999999999,2,Mid-Value
2064,14947.0,71,41,815.1899999999998,1,Low-Value
3137,16034.0,195,46,815.8699999999998,1,Low-Value
1938,14805.0,14,79,817.0799999999999,1,Low-Value
3514,16418.0,44,105,817.0900000000001,1,Low-Value
1394,14248.0,317,33,817.19,2,Mid-Value
800,13636.0,36,54,818.7599999999999,1,Low-Value
5123,18060.0,407,49,819.8499999999999,2,Mid-Value
1869,14734.0,425,48,819.89,2,Mid-Value
1120,13970.0,385,12,821.05,2,Mid-Value
5137,18074.0,373,31,821.2800000000001,2,Mid-Value
2375,15259.0,512,33,821.73,0,Lost Customer
2695,15586.0,592,27,824.3999999999999,0,Lost Customer
4100,17015.0,28,85,824.8800000000002,1,Low-Value
4491,17410.0,15,42,825.78,1,Low-Value
1229,14080.0,32,59,826.0599999999998,1,Low-Value
3999,16910.0,3,257,826.5700000000005,4,High-Value
974,13821.0,144,99,826.72,1,Low-Value
4272,17189.0,105,91,826.8800000000001,1,Low-Value
3939,16848.0,52,48,828.2199999999999,1,Low-Value
4449,17366.0,431,82,828.54,2,Mid-Value
556,13382.0,280,49,829.1599999999999,2,Mid-Value
3612,16518.0,60,57,829.3199999999998,1,Low-Value
3531,16435.0,511,88,829.4200000000003,0,Lost Customer
619,13447.0,22,41,829.4399999999999,1,Low-Value
2143,15026.0,79,105,829.7599999999996,1,Low-Value
1560,14419.0,10,124,830.4000000000002,1,Low-Value
3734,16642.0,4,40,830.7300000000002,1,Low-Value
2867,15759.0,217,17,830.93,2,Mid-Value
4018,16929.0,3,49,830.9600000000003,1,Low-Value
569,13395.0,184,54,831.3699999999997,1,Low-Value
1819,14684.0,25,198,831.5599999999997,4,High-Value
1109,13959.0,78,109,831.91,1,Low-Value
2353,15237.0,1,56,832.1,1,Low-Value
634,13462.0,252,50,833.2700000000001,2,Mid-Value
4297,17214.0,59,76,833.4699999999997,1,Low-Value
5148,18085.0,329,36,834.95,2,Mid-Value
3828,16737.0,52,2,835.1999999999999,1,Low-Value
4635,17562.0,13,45,835.7799999999997,1,Low-Value
4382,17299.0,11,85,837.1300000000001,1,Low-Value
4127,17042.0,2,71,837.4300000000002,1,Low-Value
246,13065.0,372,50,837.5300000000002,2,Mid-Value
120,12936.0,16,40,837.7300000000001,1,Low-Value
1849,14714.0,23,80,839.1899999999998,1,Low-Value
76,12891.0,185,11,840.5,1,Low-Value
4991,17926.0,132,33,841.3900000000001,1,Low-Value
4710,17638.0,646,3,842.4,0,Lost Customer
1483,14342.0,20,27,842.5,1,Low-Value
2773,15664.0,50,47,843.0699999999998,1,Low-Value
1860,14725.0,24,65,844.4699999999999,1,Low-Value
4554,17478.0,407,23,844.7400000000001,2,Mid-Value
4815,17746.0,239,32,845.9800000000001,2,Mid-Value
220,13038.0,79,24,846.06,1,Low-Value
1814,14679.0,381,41,846.0600000000001,2,Mid-Value
3241,16139.0,18,42,847.0600000000003,1,Low-Value
5251,18189.0,77,49,847.1300000000001,1,Low-Value
2683,15574.0,177,127,848.6300000000001,1,Low-Value
3284,16184.0,63,31,848.9799999999998,1,Low-Value
4143,17058.0,81,40,848.99,1,Low-Value
2086,14969.0,703,11,850.55,0,Lost Customer
2699,15590.0,381,46,851.3799999999999,2,Mid-Value
3621,16527.0,80,52,851.4399999999998,1,Low-Value
2354,15238.0,28,36,852.03,1,Low-Value
3466,16370.0,81,136,852.4499999999999,1,Low-Value
5280,18218.0,210,29,852.5500000000002,2,Mid-Value
4284,17201.0,53,112,853.36,1,Low-Value
4035,16946.0,382,51,853.4900000000001,2,Mid-Value
3818,16727.0,363,110,854.09,2,Mid-Value
2490,15376.0,39,78,854.1000000000003,1,Low-Value
2121,15004.0,146,80,854.7099999999998,1,Low-Value
2185,15068.0,45,135,854.8000000000003,1,Low-Value
17,12828.0,2,47,855.5100000000001,1,Low-Value
4113,17028.0,580,47,855.6300000000002,0,Lost Customer
4444,17361.0,48,55,856.3400000000003,1,Low-Value
1417,14272.0,73,59,856.55,1,Low-Value
2845,15737.0,14,51,856.7600000000001,1,Low-Value
1816,14681.0,70,19,859.25,1,Low-Value
612,13440.0,422,37,861.4500000000004,2,Mid-Value
3921,16830.0,38,53,861.8500000000001,1,Low-Value
2419,15303.0,289,46,861.87,2,Mid-Value
2462,15347.0,365,26,862.8000000000002,2,Mid-Value
4015,16926.0,370,64,862.82,2,Mid-Value
5048,17984.0,144,148,863.1100000000002,4,High-Value
737,13572.0,205,20,863.95,2,Mid-Value
2904,15798.0,492,43,864.07,0,Lost Customer
4304,17221.0,6,81,864.94,1,Low-Value
71,12886.0,67,51,865.1400000000001,1,Low-Value
2181,15064.0,409,54,866.4600000000002,2,Mid-Value
3343,16244.0,211,50,866.5,2,Mid-Value
2754,15645.0,18,51,867.5699999999996,1,Low-Value
3973,16884.0,37,58,868.2700000000002,1,Low-Value
487,13309.0,6,62,868.6300000000001,1,Low-Value
805,13641.0,640,35,869.3300000000003,0,Lost Customer
1026,13873.0,119,51,869.4199999999998,1,Low-Value
2609,15500.0,7,52,869.4800000000002,1,Low-Value
599,13427.0,18,43,869.49,1,Low-Value
988,13835.0,24,56,869.7199999999999,1,Low-Value
2045,14917.0,596,22,870.35,0,Lost Customer
543,13368.0,256,38,870.4200000000002,2,Mid-Value
766,13601.0,44,128,871.3000000000002,1,Low-Value
436,13258.0,11,37,871.7799999999999,1,Low-Value
5204,18142.0,156,12,874.2,1,Low-Value
1727,14591.0,14,103,874.4000000000003,1,Low-Value
4567,17492.0,247,31,874.46,2,Mid-Value
828,13665.0,385,55,874.7599999999998,2,Mid-Value
1273,14126.0,7,26,877.22,1,Low-Value
1006,13853.0,56,16,878.3399999999999,1,Low-Value
2205,15088.0,20,38,878.8000000000001,1,Low-Value
4864,17796.0,39,123,879.0399999999998,1,Low-Value
3984,16895.0,64,103,880.1800000000001,1,Low-Value
3537,16441.0,66,70,880.8199999999999,1,Low-Value
1564,14423.0,217,13,883.6099999999999,2,Mid-Value
2384,15268.0,478,16,885.1999999999999,0,Lost Customer
1586,14447.0,18,53,885.4000000000002,1,Low-Value
4424,17341.0,156,92,886.35,1,Low-Value
3857,16766.0,272,26,886.4000000000001,2,Mid-Value
669,13500.0,22,50,887.0000000000002,1,Low-Value
4574,17499.0,289,41,889.3999999999999,2,Mid-Value
4587,17513.0,71,13,889.4000000000001,1,Low-Value
2550,15439.0,404,39,889.55,2,Mid-Value
3881,16790.0,3,53,890.2199999999999,1,Low-Value
4695,17622.0,597,28,890.8099999999998,0,Lost Customer
4406,17323.0,14,168,891.82,4,High-Value
5022,17958.0,116,26,892.0999999999999,1,Low-Value
1806,14671.0,548,43,892.7000000000002,0,Lost Customer
5030,17966.0,37,60,893.0900000000004,1,Low-Value
110,12926.0,410,118,893.6799999999998,2,Mid-Value
3201,16099.0,49,39,893.95,1,Low-Value
3685,16593.0,50,61,894.3400000000001,1,Low-Value
711,13546.0,11,115,894.58,1,Low-Value
3680,16588.0,385,43,894.5800000000003,2,Mid-Value
3450,16354.0,62,96,894.9200000000002,1,Low-Value
2877,15771.0,603,21,895.99,0,Lost Customer
2498,15385.0,39,17,896.7200000000001,1,Low-Value
2145,15028.0,7,87,898.0699999999999,1,Low-Value
4320,17237.0,10,67,898.6300000000003,1,Low-Value
1833,14698.0,1,139,898.6600000000005,4,High-Value
4651,17578.0,217,54,900.2700000000003,2,Mid-Value
3567,16471.0,274,43,901.1800000000002,2,Mid-Value
2682,15573.0,31,139,901.3300000000002,4,High-Value
1650,14511.0,10,42,901.4899999999999,1,Low-Value
202,13019.0,378,41,901.8500000000001,2,Mid-Value
965,13803.0,254,50,902.8600000000001,2,Mid-Value
953,13791.0,127,6,903.0,1,Low-Value
4456,17373.0,39,64,903.07,1,Low-Value
2377,15261.0,134,52,903.3,1,Low-Value
2913,15807.0,49,40,904.0799999999999,1,Low-Value
144,12960.0,413,45,904.7300000000001,2,Mid-Value
3098,15994.0,54,74,905.1299999999999,1,Low-Value
1807,14672.0,234,77,905.2899999999997,2,Mid-Value
2052,14924.0,245,29,905.63,2,Mid-Value
1391,14245.0,219,57,908.6600000000002,2,Mid-Value
1979,14847.0,148,37,909.7,1,Low-Value
3311,16211.0,88,25,910.3000000000001,1,Low-Value
1553,14412.0,42,45,910.63,1,Low-Value
4480,17397.0,21,89,911.0200000000001,1,Low-Value
3860,16769.0,259,73,911.1000000000001,2,Mid-Value
2040,14909.0,436,47,911.3299999999999,2,Mid-Value
5088,18025.0,379,80,911.3400000000001,2,Mid-Value
748,13583.0,155,59,911.381,1,Low-Value
3791,16699.0,379,54,912.01,2,Mid-Value
1721,14585.0,49,70,912.1200000000001,1,Low-Value
4443,17360.0,16,141,913.5500000000001,4,High-Value
1256,14108.0,30,45,914.2800000000001,1,Low-Value
4973,17908.0,373,136,914.9100000000003,2,Mid-Value
1106,13956.0,4,117,915.1700000000001,1,Low-Value
2786,15677.0,48,45,916.7800000000001,1,Low-Value
3715,16623.0,245,45,917.1399999999999,2,Mid-Value
708,13543.0,633,37,917.9099999999999,0,Lost Customer
4704,17631.0,1,63,918.4500000000002,1,Low-Value
2760,15651.0,36,39,919.1600000000001,1,Low-Value
4936,17871.0,204,62,919.1999999999999,2,Mid-Value
1599,14460.0,109,35,920.16,1,Low-Value
2326,15210.0,224,47,921.1299999999999,2,Mid-Value
3326,16227.0,224,28,921.1700000000001,2,Mid-Value
2509,15398.0,15,48,921.5699999999999,1,Low-Value
1817,14682.0,187,50,923.0399999999998,1,Low-Value
1459,14316.0,421,20,923.2800000000002,2,Mid-Value
320,13140.0,107,87,923.8000000000001,1,Low-Value
3879,16788.0,122,169,925.04,4,High-Value
890,13727.0,28,66,926.1000000000001,1,Low-Value
4873,17805.0,73,11,927.03,1,Low-Value
3929,16838.0,196,45,927.1200000000001,1,Low-Value
4106,17021.0,441,39,927.37,2,Mid-Value
466,13288.0,442,10,927.61,2,Mid-Value
2810,15701.0,1,131,928.1300000000005,1,Low-Value
1516,14375.0,184,139,928.5500000000006,4,High-Value
4596,17522.0,1,63,929.01,1,Low-Value
3662,16568.0,427,4,929.1000000000001,2,Mid-Value
1792,14657.0,17,129,929.4000000000002,1,Low-Value
668,13499.0,17,32,929.8500000000001,1,Low-Value
5196,18133.0,211,1,931.4999999999999,2,Mid-Value
1619,14480.0,10,47,931.7199999999999,1,Low-Value
335,13155.0,32,75,933.2800000000001,1,Low-Value
5243,18181.0,23,127,933.7800000000002,1,Low-Value
403,13223.0,199,11,933.9600000000002,1,Low-Value
2689,15580.0,376,139,934.7700000000001,5,Top Customer
3312,16212.0,18,55,935.0900000000001,1,Low-Value
1677,14538.0,64,34,935.8400000000003,1,Low-Value
412,13233.0,73,61,936.5599999999998,1,Low-Value
5044,17980.0,165,50,937.67,1,Low-Value
2522,15411.0,25,61,938.5099999999998,1,Low-Value
1067,13916.0,463,49,938.6100000000002,2,Mid-Value
3835,16744.0,10,147,940.2099999999996,4,High-Value
3393,16295.0,9,53,940.8000000000001,1,Low-Value
3785,16693.0,68,111,940.9200000000001,1,Low-Value
3436,16340.0,106,176,941.5799999999997,4,High-Value
2191,15074.0,104,37,942.29,1,Low-Value
1069,13918.0,49,18,942.54,1,Low-Value
3299,16199.0,391,10,942.75,2,Mid-Value
2193,15076.0,172,51,942.8900000000001,1,Low-Value
1755,14619.0,245,39,943.9400000000002,2,Mid-Value
2257,15141.0,457,51,945.6700000000003,2,Mid-Value
1530,14389.0,64,42,946.8099999999997,1,Low-Value
2709,15600.0,427,53,947.3100000000001,2,Mid-Value
4919,17854.0,184,81,949.0500000000002,1,Low-Value
1220,14071.0,3,176,951.7400000000005,4,High-Value
2853,15745.0,18,54,952.14,1,Low-Value
2261,15145.0,3,50,952.4100000000002,1,Low-Value
5229,18167.0,22,27,952.8599999999999,1,Low-Value
3559,16463.0,20,55,952.9099999999999,1,Low-Value
3717,16625.0,273,57,953.85,2,Mid-Value
5015,17951.0,39,23,954.4200000000003,1,Low-Value
1169,14020.0,16,54,954.4500000000002,1,Low-Value
5120,18057.0,392,78,954.7300000000001,2,Mid-Value
5086,18022.0,35,197,954.7599999999999,4,High-Value
1386,14240.0,29,42,954.9300000000001,1,Low-Value
1008,13855.0,500,48,955.1600000000002,0,Lost Customer
1251,14102.0,4,42,955.6300000000001,1,Low-Value
2538,15427.0,32,157,956.3299999999998,4,High-Value
488,13310.0,27,59,956.3599999999998,1,Low-Value
437,13259.0,61,163,956.5500000000005,4,High-Value
3073,15969.0,2,28,957.2000000000002,1,Low-Value
2906,15800.0,106,146,958.1200000000002,4,High-Value
3016,15912.0,177,71,958.56,1,Low-Value
478,13300.0,168,41,958.81,1,Low-Value
2693,15584.0,23,137,959.0099999999999,1,Low-Value
1345,14199.0,217,15,959.1000000000001,2,Mid-Value
1262,14114.0,273,52,959.5600000000001,2,Mid-Value
3223,16121.0,56,186,960.03,4,High-Value
4557,17481.0,3,61,960.3000000000003,1,Low-Value
3344,16245.0,23,59,960.8100000000001,1,Low-Value
4927,17862.0,323,73,961.0900000000003,2,Mid-Value
1428,14284.0,30,46,961.6,1,Low-Value
692,13526.0,737,31,961.7700000000001,0,Lost Customer
1626,14487.0,26,121,962.0799999999998,1,Low-Value
673,13506.0,315,57,962.1399999999998,2,Mid-Value
1016,13863.0,247,54,962.57,2,Mid-Value
1704,14567.0,56,18,962.76,1,Low-Value
4215,17132.0,451,59,962.81,2,Mid-Value
131,12947.0,143,51,963.6700000000002,1,Low-Value
4783,17714.0,320,52,964.0299999999999,2,Mid-Value
4116,17031.0,11,18,964.9499999999999,1,Low-Value
696,13531.0,204,50,965.2900000000001,2,Mid-Value
1126,13976.0,206,44,965.88,2,Mid-Value
1854,14719.0,1,122,967.0899999999999,1,Low-Value
67,12882.0,8,8,967.4399999999998,1,Low-Value
3396,16298.0,22,39,968.1,1,Low-Value
1115,13965.0,476,22,968.4100000000002,0,Lost Customer
116,12932.0,538,51,968.5200000000002,0,Lost Customer
1797,14662.0,28,137,970.5600000000003,1,Low-Value
1520,14379.0,43,87,971.1300000000002,1,Low-Value
4795,17726.0,394,56,971.4599999999998,2,Mid-Value
2919,15813.0,207,30,972.1100000000002,2,Mid-Value
95,12911.0,551,92,973.14,0,Lost Customer
471,13293.0,391,57,973.6599999999999,2,Mid-Value
136,12952.0,5,56,973.9399999999998,1,Low-Value
666,13497.0,282,47,974.4800000000001,2,Mid-Value
3398,16300.0,429,133,974.6000000000003,2,Mid-Value
4158,17073.0,17,111,974.9299999999996,1,Low-Value
578,13405.0,73,36,975.031,1,Low-Value
2987,15882.0,198,52,975.7999999999998,1,Low-Value
381,13201.0,501,61,976.3800000000002,0,Lost Customer
4069,16980.0,254,62,976.7200000000004,2,Mid-Value
1463,14320.0,206,57,977.0699999999999,2,Mid-Value
224,13042.0,597,111,977.9799999999996,0,Lost Customer
4139,17054.0,27,55,978.1799999999998,1,Low-Value
366,13186.0,39,49,978.1900000000002,1,Low-Value
4452,17369.0,455,1,979.1999999999999,2,Mid-Value
2991,15886.0,59,53,979.5700000000003,1,Low-Value
4211,17127.0,428,28,979.8799999999999,2,Mid-Value
2194,15077.0,494,18,979.9800000000001,0,Lost Customer
2385,15269.0,23,24,980.0300000000002,1,Low-Value
4943,17878.0,43,52,980.65,1,Low-Value
3560,16464.0,19,148,981.02,4,High-Value
4161,17076.0,35,41,982.3499999999999,1,Low-Value
2288,15172.0,8,63,982.8899999999999,1,Low-Value
1954,14821.0,366,48,983.0000000000003,2,Mid-Value
3267,16167.0,413,42,985.5200000000001,2,Mid-Value
2002,14871.0,2,132,985.5500000000001,1,Low-Value
1951,14818.0,73,89,985.5600000000001,1,Low-Value
347,13167.0,18,68,985.7299999999998,1,Low-Value
5014,17950.0,71,112,986.3600000000002,1,Low-Value
589,13417.0,4,46,986.6699999999998,1,Low-Value
4619,17545.0,42,122,988.1400000000002,1,Low-Value
1961,14829.0,28,58,988.45,1,Low-Value
2844,15736.0,434,50,989.5799999999998,2,Mid-Value
724,13559.0,512,2,990.0,0,Lost Customer
4110,17025.0,60,24,990.2099999999999,1,Low-Value
3892,16801.0,162,42,990.2300000000002,1,Low-Value
3888,16797.0,392,177,990.5900000000006,5,Top Customer
2126,15009.0,11,123,990.8499999999998,1,Low-Value
3557,16461.0,177,122,991.2000000000003,1,Low-Value
3687,16595.0,60,211,992.43,4,High-Value
1921,14788.0,6,47,993.82,1,Low-Value
3490,16394.0,56,49,996.9100000000003,1,Low-Value
4385,17302.0,14,61,997.8299999999999,1,Low-Value
1013,13860.0,0,61,997.9,1,Low-Value
1614,14475.0,71,40,999.35,1,Low-Value
5330,18268.0,133,49,1000.27,1,Low-Value
538,13363.0,17,55,1000.5400000000001,1,Low-Value
1401,14255.0,545,1,1000.63,0,Lost Customer
1589,14450.0,180,68,1000.9899999999998,1,Low-Value
1217,14068.0,319,69,1004.3599999999999,2,Mid-Value
3412,16314.0,389,34,1005.3999999999999,2,Mid-Value
1441,14297.0,17,46,1005.61,1,Low-Value
3587,16491.0,46,52,1006.5699999999998,1,Low-Value
3774,16682.0,4,29,1007.5999999999999,1,Low-Value
4914,17849.0,217,44,1008.0600000000001,2,Mid-Value
3904,16813.0,7,233,1008.7900000000001,4,High-Value
1274,14127.0,122,64,1008.8999999999997,1,Low-Value
4093,17007.0,50,59,1009.46,1,Low-Value
1396,14250.0,6,52,1009.5600000000001,1,Low-Value
5258,18196.0,94,144,1009.81,4,High-Value
3390,16292.0,121,49,1009.8899999999999,1,Low-Value
2223,15106.0,17,68,1010.3700000000002,1,Low-Value
1009,13856.0,168,48,1010.6800000000001,1,Low-Value
4193,17109.0,28,103,1011.63,1,Low-Value
5314,18252.0,50,81,1012.7400000000005,1,Low-Value
2739,15630.0,44,50,1012.82,1,Low-Value
4112,17027.0,78,116,1014.2400000000001,1,Low-Value
3273,16173.0,15,59,1014.2699999999999,1,Low-Value
940,13778.0,102,38,1015.9600000000002,1,Low-Value
949,13787.0,75,68,1016.16,1,Low-Value
336,13156.0,384,70,1018.7800000000002,2,Mid-Value
498,13320.0,77,67,1019.1700000000002,1,Low-Value
4509,17429.0,127,68,1021.51,1,Low-Value
339,13159.0,8,82,1022.6800000000001,1,Low-Value
1448,14304.0,222,49,1023.1200000000001,2,Mid-Value
2582,15471.0,1,110,1024.1800000000003,1,Low-Value
4258,17175.0,43,41,1024.5900000000001,1,Low-Value
1332,14186.0,426,69,1024.7200000000003,2,Mid-Value
4393,17310.0,386,2,1025.1,2,Mid-Value
2364,15248.0,410,54,1027.1499999999999,2,Mid-Value
2438,15322.0,85,57,1029.5099999999998,1,Low-Value
2840,15732.0,211,66,1030.72,2,Mid-Value
3814,16723.0,90,94,1031.3600000000001,1,Low-Value
803,13639.0,73,38,1032.17,1,Low-Value
5264,18202.0,199,47,1033.09,1,Low-Value
754,13589.0,14,46,1033.49,1,Low-Value
2564,15453.0,1,186,1033.6500000000003,4,High-Value
3898,16807.0,142,63,1033.72,1,Low-Value
154,12970.0,6,182,1035.7500000000002,4,High-Value
4803,17734.0,53,60,1035.94,1,Low-Value
3212,16110.0,44,191,1039.0100000000007,4,High-Value
4420,17337.0,150,190,1039.9,4,High-Value
5042,17978.0,364,54,1041.33,2,Mid-Value
4881,17813.0,13,165,1041.5500000000002,4,High-Value
5276,18214.0,530,41,1042.1399999999999,0,Lost Customer
5129,18066.0,74,32,1042.6000000000001,1,Low-Value
4774,17705.0,2,59,1043.3799999999997,1,Low-Value
1511,14370.0,450,36,1043.78,2,Mid-Value
3700,16608.0,453,89,1043.9199999999998,2,Mid-Value
888,13725.0,49,55,1044.59,1,Low-Value
1204,14055.0,105,19,1044.8000000000002,1,Low-Value
2441,15325.0,103,128,1045.1400000000003,1,Low-Value
4931,17866.0,142,24,1045.25,1,Low-Value
345,13165.0,45,33,1046.02,1,Low-Value
3761,16669.0,23,106,1046.2399999999998,1,Low-Value
3522,16426.0,1,169,1046.89,4,High-Value
1569,14428.0,6,91,1046.9,1,Low-Value
4550,17474.0,599,6,1047.0,0,Lost Customer
684,13517.0,59,68,1047.67,1,Low-Value
4225,17142.0,238,70,1047.8,2,Mid-Value
